visitor,total,items,itemTypes,visits,visitsNonPurchase,category,type,site
102361,154.92,12,12,18,6,Cat55,none,www.site1.com
102362,2.99,1,1,2,1,Cat83,Type1,www.site12.com
102363,122.44,12,10,12,2,Cat58,none,www.site1.com
102364,48.88,1,1,2,1,Cat17,none,www.site1.com
102365,11.93,1,1,2,1,Cat1,none,www.site1.com
102366,35.97,2,2,3,1,Cat3,Type1,www.site2.com
102367,53.98,12,11,13,2,Cat30,none,www.site1.com
102368,17.38,2,2,3,1,Cat3,Type1,www.site2.com
102369,102.28,20,20,22,2,Cat19,Type2,www.site4.com
102370,51.99,1,1,3,2,Cat21,none,www.site1.com
102371,20.99,1,1,2,1,Cat6,none,www.site1.com
102372,188.0,2,2,4,2,none,none,www.site1.com
102373,119.52,5,4,6,2,Cat3,Type1,www.site2.com
102374,45.0,1,1,2,1,Cat88,none,www.site9.com
102375,2335.26,42,15,16,1,Cat4,Type1,www.site2.com
102376,118.48,7,4,5,1,Cat18,none,www.site1.com
102377,102.08,6,6,8,2,Cat30,none,www.site1.com
102378,121.6,9,8,9,1,Cat2,none,www.site1.com
102379,149.0,1,1,2,1,Cat10,none,www.site1.com
102380,53.02,7,7,8,1,Cat25,none,www.site1.com
102381,9.0,1,1,2,1,Cat39,Type1,www.site6.com
102382,54.84,9,9,10,1,Cat54,none,www.site1.com
102383,26.0,3,3,4,1,Cat3,Type1,www.site2.com
102384,174.73,8,4,6,2,Cat11,none,www.site1.com
102385,16.0,1,1,2,1,Cat21,none,www.site1.com
102386,107.43,17,11,12,1,Cat12,none,www.site1.com
102387,259.54,5,4,6,2,Cat18,none,www.site1.com
102388,21.36,2,2,3,1,Cat31,none,www.site1.com
102389,49.84,4,4,5,1,Cat1,none,www.site1.com
102390,84.98,2,2,3,1,Cat8,none,www.site1.com
102391,51.96,3,3,5,2,Cat39,Type1,www.site6.com
102392,126.15,16,7,8,1,Cat8,none,www.site1.com
102393,34.94,6,6,8,2,Cat23,none,www.site1.com
102394,87.37,16,11,12,1,Cat56,none,www.site1.com
102395,51.24,8,8,9,1,Cat41,none,www.site1.com
102396,269.0,1,1,2,1,Cat3,Type1,www.site2.com
102397,104.1,12,6,8,2,Cat8,none,www.site1.com
102398,97.49,1,1,2,1,Cat5,Type2,www.site2.com
102399,29.95,1,1,2,1,Cat24,none,www.site1.com
102400,69.92,2,2,3,1,Cat3,Type1,www.site2.com
102401,106.23,2,2,4,2,Cat3,Type1,www.site2.com
102402,170.64,4,2,4,2,Cat17,none,www.site1.com
102403,58.49,2,2,3,1,Cat14,none,www.site1.com
102404,114.74,7,4,8,4,none,none,www.site1.com
102405,667.0,2,2,3,1,Cat30,none,www.site1.com
102406,274.2,21,21,30,9,Cat19,Type1,www.site4.com
102407,158.35,12,7,8,1,Cat12,none,www.site1.com
102408,83.84,3,2,3,1,Cat24,none,www.site1.com
102409,247.79,7,2,4,2,Cat30,none,www.site1.com
102410,2188.0,4,2,4,2,Cat4,Type1,www.site3.com
102411,299.5,7,2,3,1,Cat14,none,www.site1.com
102412,79.04,6,6,7,1,Cat6,none,www.site1.com
102413,165.9,2,2,4,2,Cat5,Type1,www.site2.com
102414,26.93,4,4,5,1,Cat24,none,www.site1.com
102415,262.18,20,8,12,4,Cat23,none,www.site1.com
102416,1125.77,6,5,7,2,Cat33,none,www.site1.com
102417,342.16,16,3,4,1,Cat13,Type1,www.site3.com
102418,78.61,10,9,10,1,Cat6,none,www.site1.com
102419,105.11,6,5,6,1,Cat54,none,www.site1.com
102420,107.22,1,1,2,1,Cat17,none,www.site1.com
102421,12.72,1,1,2,1,Cat21,none,www.site1.com
102422,55.99,1,1,2,1,none,none,www.site1.com
102423,98.17,1,1,2,1,Cat17,none,www.site1.com
102424,22.94,3,3,4,1,Cat37,none,www.site1.com
102425,162.98,2,2,3,1,Cat16,none,www.site1.com
102426,34.0,3,3,4,1,Cat59,none,www.site1.com
102427,140.0,4,4,6,2,Cat22,Type2,www.site3.com
102428,171.72,2,2,4,2,Cat8,none,www.site1.com
102429,24.88,1,1,2,1,Cat3,Type1,www.site2.com
102430,18.5,4,4,6,2,Cat13,Type5,www.site2.com
102431,159.0,1,1,2,1,Cat36,Type2,www.site5.com
102432,54.82,5,5,6,1,Cat11,none,www.site1.com
102433,79.0,1,1,2,1,Cat20,none,www.site1.com
102434,26.95,1,1,2,1,Cat4,Type1,www.site3.com
102435,152.89,8,4,5,1,Cat21,none,www.site1.com
102436,599.84,12,3,4,1,Cat45,Type1,www.site5.com
102437,107.22,1,1,2,1,Cat17,none,www.site1.com
102438,34.19,1,1,2,1,Cat39,Type1,www.site6.com
102439,40.0,6,6,10,4,Cat3,Type1,www.site2.com
102440,58.45,2,2,3,1,Cat3,Type1,www.site2.com
102441,14.9,1,1,2,1,Cat11,none,www.site1.com
102442,366.52,7,1,2,1,Cat56,none,www.site1.com
102443,72.2,3,3,4,1,Cat4,Type1,www.site2.com
102444,25.0,3,3,4,1,Cat57,none,www.site1.com
102445,87.08,6,5,6,1,Cat41,none,www.site1.com
102446,1034.0,2,2,4,2,Cat4,Type2,www.site2.com
102447,231.43,10,3,5,2,Cat62,none,www.site1.com
102448,33.79,2,2,3,1,Cat11,none,www.site1.com
102449,152.7,4,2,3,1,Cat4,Type1,www.site3.com
102450,92.71,5,5,6,1,Cat19,Type1,www.site4.com
102451,24.35,3,3,5,2,Cat3,Type1,www.site2.com
102452,169.5,6,5,6,1,Cat23,none,www.site1.com
102453,11.83,1,1,2,1,Cat4,Type1,www.site3.com
102454,28.88,3,3,4,1,Cat3,Type1,www.site2.com
102455,110.79,1,1,4,3,Cat4,Type1,www.site3.com
102456,133.74,2,2,4,2,Cat19,Type2,www.site4.com
102457,3.87,1,1,2,1,Cat8,none,www.site1.com
102458,312.14,5,2,3,1,Cat20,none,www.site1.com
102459,274.64,9,3,4,1,Cat39,Type1,www.site6.com
102460,131.92,2,1,2,1,Cat60,none,www.site1.com
102461,18.77,1,1,2,1,Cat14,none,www.site1.com
102462,144.84,22,19,20,1,none,none,www.site1.com
102463,62.71,7,6,7,1,none,none,www.site1.com
102464,11.99,1,1,3,2,Cat39,Type1,www.site6.com
102465,196.96,3,2,4,2,Cat3,Type1,www.site2.com
102466,159.99,1,1,2,1,Cat14,none,www.site1.com
102467,121.92,12,9,10,1,none,none,www.site1.com
102468,54.12,3,3,4,1,none,none,www.site1.com
102469,22.82,2,2,5,3,Cat4,Type2,www.site2.com
102470,1693.44,48,4,5,1,Cat31,none,www.site1.com
102471,69.0,1,1,2,1,Cat11,none,www.site1.com
102472,59.98,1,1,2,1,Cat11,none,www.site1.com
102473,183.93,3,3,4,1,Cat25,none,www.site1.com
102474,58.37,3,3,4,1,Cat6,none,www.site1.com
102475,60.7,7,6,7,1,Cat57,none,www.site1.com
102476,157.5,3,1,3,2,Cat12,none,www.site1.com
102477,332.71,23,17,19,2,Cat3,Type1,www.site2.com
102478,291.29,12,6,8,2,Cat23,none,www.site1.com
102479,42.2,10,5,6,1,Cat42,none,www.site1.com
102480,75.38,2,2,4,2,Cat3,Type1,www.site2.com
102481,189.99,1,1,2,1,Cat4,Type1,www.site3.com
102482,7.99,1,1,2,1,Cat46,none,www.site1.com
102483,162.92,2,2,3,1,none,none,www.site1.com
102484,631.4,38,7,8,1,Cat6,none,www.site1.com
102485,12.98,2,2,3,1,Cat6,none,www.site1.com
102486,102.14,11,10,12,2,Cat6,none,www.site1.com
102487,191.52,6,3,4,1,Cat40,none,www.site1.com
102488,149.91,7,5,8,3,Cat4,Type1,www.site2.com
102489,145.94,2,2,4,2,Cat3,Type1,www.site2.com
102490,50.0,1,1,2,1,Cat3,Type1,www.site2.com
102491,21.0,4,4,5,1,Cat3,Type2,www.site2.com
102492,51.8,6,6,7,1,Cat18,none,www.site1.com
102493,1483.92,3,1,2,1,Cat41,none,www.site1.com
102494,7.99,1,1,2,1,Cat13,Type2,www.site2.com
102495,50.82,5,5,6,1,Cat4,Type1,www.site3.com
102496,9.64,1,1,2,1,Cat3,Type1,www.site2.com
102497,10.99,1,1,2,1,Cat41,none,www.site1.com
102498,10.0,1,1,2,1,Cat62,none,www.site1.com
102499,199.97,1,1,2,1,Cat8,none,www.site1.com
102500,55.0,1,1,2,1,Cat26,Type1,www.site5.com
102501,87.9,9,9,12,3,Cat13,Type12,www.site3.com
102502,97.78,10,10,12,2,Cat13,Type1,www.site2.com
102503,430.92,2,1,2,1,Cat17,none,www.site1.com
102504,39.0,1,1,2,1,Cat21,none,www.site1.com
102505,86.09,7,7,8,1,Cat23,none,www.site1.com
102506,198.08,2,1,2,1,Cat17,none,www.site1.com
102507,123.47,3,3,4,1,Cat27,none,www.site1.com
102508,55.92,3,2,3,1,Cat4,Type1,www.site3.com
102509,58.93,1,1,2,1,Cat89,none,www.site1.com
102510,35.0,1,1,2,1,Cat20,none,www.site1.com
102511,69.83,3,3,4,1,Cat8,none,www.site1.com
102512,600.0,10,1,2,1,Cat9,none,www.site1.com
102513,648.4,4,3,4,1,Cat12,none,www.site1.com
102514,158.57,11,8,13,5,Cat31,none,www.site1.com
102515,150.0,1,1,2,1,Cat30,none,www.site1.com
102516,6.32,1,1,2,1,Cat3,Type1,www.site2.com
102517,51.48,5,5,6,1,Cat3,Type1,www.site2.com
102518,59.82,3,3,4,1,Cat57,none,www.site1.com
102519,252.88,40,38,42,4,Cat11,none,www.site1.com
102520,143.0,16,10,14,4,Cat21,none,www.site1.com
102521,54.38,2,2,3,1,Cat39,Type1,www.site6.com
102522,323.67,14,10,11,1,Cat6,none,www.site1.com
102523,17.99,1,1,2,1,Cat4,Type1,www.site3.com
102524,50.9,4,4,6,2,Cat31,none,www.site1.com
102525,105.0,1,1,2,1,Cat2,none,www.site1.com
102526,12.94,1,1,2,1,Cat4,Type1,www.site3.com
102527,32.95,3,3,5,2,Cat60,none,www.site1.com
102528,43.06,4,3,5,2,Cat15,none,www.site1.com
102529,40.0,2,2,4,2,Cat8,none,www.site1.com
102530,11.63,1,1,2,1,Cat37,none,www.site1.com
102531,15.19,1,1,3,2,Cat25,none,www.site1.com
102532,29.98,2,2,4,2,Cat21,none,www.site1.com
102533,58.99,2,2,3,1,Cat3,Type1,www.site2.com
102534,108.26,6,5,7,2,Cat24,none,www.site1.com
102535,302.68,10,5,7,2,Cat10,none,www.site1.com
102536,255.0,36,12,15,3,Cat19,Type2,www.site4.com
102537,13.83,3,3,7,4,Cat57,none,www.site1.com
102538,172.36,8,3,4,1,Cat4,Type1,www.site3.com
102539,32.88,3,2,3,1,none,none,www.site1.com
102540,140.31,11,9,10,1,Cat7,none,www.site1.com
102541,70.0,2,2,3,1,Cat39,Type1,www.site6.com
102542,385.47,42,39,42,3,Cat26,Type1,www.site5.com
102543,18.24,2,2,3,1,Cat3,Type1,www.site2.com
102544,14.99,1,1,2,1,Cat6,none,www.site1.com
102545,92.26,10,10,12,2,Cat4,Type1,www.site2.com
102546,66.35,4,3,4,1,Cat37,none,www.site1.com
102547,63.88,2,2,3,1,Cat40,none,www.site1.com
102548,173.68,22,21,22,1,Cat12,none,www.site1.com
102549,83.36,5,5,6,1,Cat18,none,www.site1.com
102550,68.13,8,8,9,1,Cat57,none,www.site1.com
102551,18.0,1,1,2,1,Cat57,none,www.site1.com
102552,21.97,2,2,3,1,Cat22,Type1,www.site2.com
102553,517.09,59,37,39,2,none,none,www.site1.com
102554,137.2,1,1,2,1,Cat3,Type1,www.site2.com
102555,51.33,4,4,5,1,Cat3,Type1,www.site2.com
102556,64.21,3,3,4,1,Cat3,Type1,www.site2.com
102557,302.37,15,9,13,4,Cat19,Type1,www.site4.com
102558,90.84,8,8,9,1,Cat12,none,www.site1.com
102559,47.28,9,9,11,2,Cat3,Type1,www.site2.com
102560,68.72,11,11,12,1,Cat11,none,www.site1.com
102561,447.82,3,3,4,1,Cat8,none,www.site1.com
102562,84.12,2,2,3,1,Cat25,none,www.site1.com
102563,21.33,1,1,2,1,Cat33,none,www.site1.com
102564,83.9,6,5,6,1,Cat16,none,www.site1.com
102565,2114.0,6,6,8,2,Cat19,Type13,www.site4.com
102566,75.7,10,8,9,1,Cat12,none,www.site1.com
102567,64.8,6,5,6,1,Cat3,Type1,www.site2.com
102568,63.63,3,3,4,1,Cat71,none,www.site1.com
102569,21.97,4,4,7,3,Cat11,none,www.site1.com
102570,10.82,2,2,3,1,Cat48,Type1,www.site6.com
102571,193.92,5,2,3,1,Cat41,none,www.site1.com
102572,9.04,3,3,5,2,Cat36,Type12,www.site7.com
102573,790.72,27,22,33,11,Cat14,none,www.site1.com
102574,56.25,7,7,8,1,Cat14,none,www.site1.com
102575,51.47,9,9,10,1,Cat3,Type1,www.site2.com
102576,161.22,3,3,4,1,Cat6,none,www.site1.com
102577,73.14,8,8,9,1,Cat60,none,www.site1.com
102578,25.36,2,2,4,2,none,none,www.site1.com
102579,48.88,1,1,2,1,Cat17,none,www.site1.com
102580,75.0,2,2,3,1,Cat14,none,www.site1.com
102581,74.44,2,2,3,1,Cat25,none,www.site1.com
102582,148.09,9,7,8,1,Cat65,none,www.site1.com
102583,36.28,2,1,2,1,Cat3,Type1,www.site2.com
102584,17.06,4,4,5,1,Cat69,none,www.site1.com
102585,324.13,10,7,8,1,Cat4,Type1,www.site3.com
102586,27.88,3,3,4,1,Cat52,none,www.site1.com
102587,101.71,3,3,5,2,Cat12,none,www.site1.com
102588,17.0,1,1,3,2,Cat25,none,www.site1.com
102589,9.98,2,2,4,2,Cat4,Type2,www.site2.com
102590,31.96,2,2,3,1,Cat56,none,www.site1.com
102591,70.29,6,5,7,2,Cat18,none,www.site1.com
102592,107.83,1,1,2,1,Cat17,none,www.site1.com
102593,79.88,3,3,5,2,Cat3,Type1,www.site2.com
102594,54.24,6,6,7,1,Cat12,none,www.site1.com
102595,137.64,6,3,5,2,Cat52,none,www.site1.com
102596,88.64,13,13,14,1,Cat12,none,www.site1.com
102597,5.99,1,1,2,1,Cat3,Type1,www.site2.com
102598,537.64,2,2,4,2,Cat14,none,www.site1.com
102599,33.83,2,2,3,1,Cat4,Type1,www.site3.com
102600,47.96,1,1,2,1,Cat3,Type1,www.site2.com
102601,50.0,1,1,2,1,Cat10,none,www.site1.com
102602,594.48,16,4,5,1,Cat90,none,www.site1.com
102603,641.95,13,7,9,2,none,none,www.site1.com
102604,16.88,2,1,2,1,Cat25,none,www.site1.com
102605,314.0,2,2,3,1,Cat18,none,www.site1.com
102606,69.84,2,2,4,2,Cat38,none,www.site1.com
102607,3089.64,82,10,12,2,Cat19,Type1,www.site4.com
102608,35.0,1,1,2,1,Cat36,Type12,www.site7.com
102609,18.0,1,1,2,1,Cat39,Type1,www.site6.com
102610,20.73,1,1,2,1,Cat3,Type1,www.site2.com
102611,69.92,2,2,3,1,none,none,www.site1.com
102612,2522.88,12,1,2,1,Cat47,none,www.site1.com
102613,51.98,6,6,9,3,Cat26,Type1,www.site5.com
102614,127.32,16,15,20,5,Cat19,Type1,www.site4.com
102615,117.93,1,1,3,2,Cat17,none,www.site1.com
102616,175.68,4,4,6,2,Cat17,none,www.site1.com
102617,116.82,13,10,13,3,none,none,www.site1.com
102618,369.48,18,3,4,1,Cat12,none,www.site1.com
102619,358.48,13,3,4,1,Cat18,none,www.site1.com
102620,91.01,12,7,8,1,Cat1,none,www.site1.com
102621,7.95,1,1,2,1,Cat3,Type1,www.site2.com
102622,414.08,8,1,2,1,Cat21,none,www.site1.com
102623,39.88,1,1,2,1,Cat6,none,www.site1.com
102624,99.97,1,1,2,1,Cat17,none,www.site1.com
102625,39.68,1,1,2,1,Cat3,Type1,www.site2.com
102626,67.76,7,6,7,1,Cat1,none,www.site1.com
102627,164.94,4,4,5,1,Cat36,Type2,www.site5.com
102628,22.82,1,1,2,1,Cat25,none,www.site1.com
102629,349.0,1,1,2,1,Cat3,Type1,www.site2.com
102630,98.26,16,10,11,1,Cat56,none,www.site1.com
102631,187.26,13,9,11,2,none,none,www.site1.com
102632,87.58,7,3,5,2,Cat61,none,www.site1.com
102633,157.76,5,4,5,1,Cat4,Type1,www.site3.com
102634,28.7,1,1,2,1,Cat20,none,www.site1.com
102635,49.95,2,2,4,2,Cat51,none,www.site1.com
102636,50.76,4,3,4,1,Cat3,Type1,www.site2.com
102637,68.99,2,2,3,1,Cat67,none,www.site1.com
102638,149.0,1,1,2,1,Cat27,none,www.site1.com
102639,135.0,1,1,2,1,Cat31,none,www.site1.com
102640,399.98,2,2,4,2,Cat5,Type2,www.site3.com
102641,81.62,7,7,8,1,Cat3,Type1,www.site2.com
102642,77.48,10,9,11,2,Cat24,none,www.site1.com
102643,66.86,2,2,3,1,none,none,www.site1.com
102644,161.59,18,18,22,4,Cat21,none,www.site1.com
102645,53.88,2,2,3,1,Cat3,Type1,www.site2.com
102646,123.12,11,7,8,1,none,none,www.site1.com
102647,14.82,2,2,4,2,Cat19,Type1,www.site4.com
102648,145.21,19,10,11,1,Cat13,Type1,www.site3.com
102649,30.0,2,2,4,2,Cat39,Type1,www.site6.com
102650,14.99,1,1,2,1,Cat39,Type1,www.site6.com
102651,62.5,8,8,10,2,Cat19,Type1,www.site4.com
102652,129.58,15,15,16,1,Cat12,none,www.site1.com
102653,100.0,6,4,5,1,Cat3,Type1,www.site2.com
102654,16.88,1,1,2,1,Cat14,none,www.site1.com
102655,84.0,2,1,2,1,Cat19,Type1,www.site4.com
102656,97.03,1,1,2,1,Cat17,none,www.site1.com
102657,34.99,1,1,2,1,Cat43,none,www.site1.com
102658,79.99,1,1,2,1,Cat3,Type1,www.site2.com
102659,250.62,16,12,16,4,Cat19,Type2,www.site4.com
102660,234.78,2,2,3,1,Cat32,none,www.site1.com
102661,29.88,1,1,2,1,Cat11,none,www.site1.com
102662,5000.0,5,1,2,1,Cat11,none,www.site1.com
102663,629.02,24,17,18,1,Cat12,none,www.site1.com
102664,139.92,4,4,5,1,Cat3,Type1,www.site2.com
102665,16.88,1,1,2,1,Cat98,none,www.site1.com
102666,6.72,1,1,2,1,Cat68,none,www.site1.com
102667,37.76,2,2,3,1,Cat83,Type1,www.site12.com
102668,29.4,5,5,6,1,Cat39,Type1,www.site6.com
102669,46.37,1,1,2,1,none,none,www.site1.com
102670,21.6,1,1,2,1,Cat6,none,www.site1.com
102671,11.48,2,1,2,1,Cat4,Type2,www.site2.com
102672,216.78,16,8,11,3,none,none,www.site1.com
102673,59.86,3,3,5,2,Cat18,none,www.site1.com
102674,189.44,36,8,10,2,Cat13,Type1,www.site3.com
102675,45.95,1,1,2,1,Cat18,none,www.site1.com
102676,52.67,7,7,8,1,Cat8,none,www.site1.com
102677,149.98,1,1,2,1,Cat16,none,www.site1.com
102678,107.22,1,1,2,1,Cat17,none,www.site1.com
102679,216.0,2,2,3,1,Cat41,none,www.site1.com
102680,103.54,6,6,10,4,Cat4,Type1,www.site3.com
102681,94.56,4,1,2,1,Cat60,none,www.site1.com
102682,249.99,1,1,2,1,Cat3,Type1,www.site2.com
102683,210.21,29,16,17,1,Cat6,none,www.site1.com
102684,92.92,8,8,10,2,Cat7,none,www.site1.com
102685,29.88,1,1,2,1,Cat26,Type2,www.site5.com
102686,23.52,2,1,2,1,Cat30,none,www.site1.com
102687,59.0,1,1,2,1,Cat11,none,www.site1.com
102688,258.16,24,14,15,1,Cat2,none,www.site1.com
102689,41.88,4,4,6,2,Cat19,Type2,www.site4.com
102690,241.59,3,3,4,1,Cat50,none,www.site1.com
102691,167.88,7,5,6,1,Cat25,none,www.site1.com
102692,106.84,14,11,12,1,Cat23,none,www.site1.com
102693,48.88,1,1,2,1,Cat17,none,www.site1.com
102694,91.98,4,3,5,2,Cat19,Type1,www.site4.com
102695,238.27,7,2,3,1,Cat56,none,www.site1.com
102696,816.47,36,13,16,3,Cat12,none,www.site1.com
102697,69.76,1,1,2,1,none,none,www.site1.com
102698,36.91,2,2,3,1,Cat3,Type1,www.site2.com
102699,29.97,3,3,4,1,Cat3,Type1,www.site2.com
102700,53.53,6,6,8,2,Cat4,Type2,www.site3.com
102701,1.98,2,2,4,2,Cat3,Type1,www.site2.com
102702,399.6,4,2,4,2,Cat3,Type1,www.site2.com
102703,391.56,10,3,4,1,none,none,www.site1.com
102704,199.0,1,1,2,1,Cat5,Type2,www.site2.com
102705,199.89,1,1,2,1,Cat36,Type2,www.site5.com
102706,100.0,1,1,2,1,Cat3,Type1,www.site2.com
102707,284.61,1,1,2,1,Cat3,Type1,www.site2.com
102708,40.0,2,2,3,1,Cat41,none,www.site1.com
102709,799.0,1,1,2,1,Cat69,none,www.site1.com
102710,330.2,2,2,4,2,Cat5,Type1,www.site2.com
102711,104.4,14,14,16,2,Cat12,none,www.site1.com
102712,14.56,1,1,2,1,Cat3,Type1,www.site2.com
102713,176.6,5,2,3,1,Cat57,none,www.site1.com
102714,164.46,6,3,4,1,Cat30,none,www.site1.com
102715,439.88,2,1,2,1,Cat17,none,www.site1.com
102716,34.78,2,2,4,2,Cat3,Type1,www.site2.com
102717,717.12,12,1,2,1,Cat91,none,www.site1.com
102718,184.0,1,1,2,1,Cat4,Type1,www.site3.com
102719,48.88,1,1,2,1,Cat17,none,www.site1.com
102720,15.13,1,1,2,1,Cat21,none,www.site1.com
102721,303.82,20,5,6,1,Cat41,none,www.site1.com
102722,69.99,1,1,2,1,Cat4,Type2,www.site2.com
102723,30.03,5,5,6,1,Cat13,Type2,www.site2.com
102724,66.24,5,5,6,1,Cat64,none,www.site1.com
102725,399.0,1,1,2,1,Cat38,none,www.site1.com
102726,488.42,10,10,12,2,Cat13,Type5,www.site2.com
102727,12.48,2,2,4,2,Cat3,Type1,www.site2.com
102728,35.06,1,1,2,1,Cat3,Type1,www.site2.com
102729,92.8,1,1,2,1,Cat14,none,www.site1.com
102730,24.64,3,3,4,1,none,none,www.site1.com
102731,83.25,6,6,8,2,Cat14,none,www.site1.com
102732,157.82,28,20,22,2,Cat4,Type1,www.site3.com
102733,496.0,2,2,4,2,Cat3,Type1,www.site2.com
102734,631.89,4,4,6,2,Cat8,none,www.site1.com
102735,179.95,1,1,2,1,Cat3,Type1,www.site2.com
102736,45.23,1,1,2,1,Cat4,Type1,www.site2.com
102737,60.43,7,6,7,1,Cat3,Type1,www.site2.com
102738,188.99,1,1,2,1,Cat13,Type2,www.site3.com
102739,390.54,4,3,4,1,Cat63,none,www.site1.com
102740,51.49,1,1,2,1,Cat11,none,www.site1.com
102741,63.61,15,12,13,1,Cat64,none,www.site1.com
102742,49.97,1,1,2,1,Cat20,none,www.site1.com
102743,40.0,1,1,2,1,Cat3,Type1,www.site2.com
102744,231.64,2,1,2,1,Cat24,none,www.site1.com
102745,179.21,7,3,4,1,Cat3,Type1,www.site2.com
102746,75.9,2,2,3,1,Cat15,none,www.site1.com
102747,28.12,4,4,6,2,Cat3,Type1,www.site2.com
102748,79.99,1,1,2,1,Cat31,none,www.site1.com
102749,250.0,2,2,3,1,Cat4,Type1,www.site3.com
102750,61.31,12,10,11,1,Cat12,none,www.site1.com
102751,66.04,8,8,9,1,Cat3,Type1,www.site2.com
102752,5.99,1,1,2,1,Cat23,none,www.site1.com
102753,51.34,6,6,7,1,Cat5,Type2,www.site2.com
102754,157.2,9,9,12,3,Cat26,Type2,www.site5.com
102755,66.3,4,3,4,1,Cat3,Type1,www.site2.com
102756,111.64,6,6,10,4,Cat3,Type1,www.site2.com
102757,90.44,8,7,8,1,Cat1,none,www.site1.com
102758,136.86,12,12,18,6,Cat4,Type2,www.site2.com
102759,83.93,2,2,3,1,Cat3,Type1,www.site2.com
102760,6.97,1,1,2,1,Cat31,none,www.site1.com
102761,79.0,1,1,2,1,Cat16,none,www.site1.com
102762,63.83,3,3,8,5,Cat3,Type1,www.site2.com
102763,48.85,1,1,2,1,Cat4,Type1,www.site3.com
102764,31.93,3,3,4,1,Cat60,none,www.site1.com
102765,38.72,1,1,2,1,Cat37,none,www.site1.com
102766,21.93,2,2,3,1,Cat63,none,www.site1.com
102767,72.69,6,5,8,3,Cat56,none,www.site1.com
102768,20.54,1,1,2,1,none,none,www.site1.com
102769,48.88,1,1,2,1,Cat17,none,www.site1.com
102770,440.91,51,48,60,12,Cat4,Type2,www.site3.com
102771,298.0,1,1,2,1,Cat36,Type2,www.site5.com
102772,143.32,2,2,3,1,Cat3,Type1,www.site2.com
102773,299.0,1,1,2,1,Cat30,none,www.site1.com
102774,87.92,14,10,11,1,Cat34,none,www.site1.com
102775,53.93,3,3,4,1,Cat98,none,www.site1.com
102776,224.88,11,10,12,2,Cat45,Type1,www.site5.com
102777,52.95,1,1,2,1,Cat45,Type4,www.site5.com
102778,202.38,1,1,2,1,Cat15,none,www.site1.com
102779,48.88,1,1,2,1,Cat17,none,www.site1.com
102780,661.08,14,10,14,4,Cat5,Type2,www.site2.com
102781,50.14,3,3,4,1,none,none,www.site1.com
102782,58.52,8,8,9,1,Cat45,Type2,www.site5.com
102783,35.38,1,1,2,1,Cat3,Type1,www.site2.com
102784,82.32,11,10,11,1,Cat21,none,www.site1.com
102785,18.98,2,2,4,2,Cat5,Type1,www.site2.com
102786,119.16,6,1,2,1,none,none,www.site1.com
102787,256.4,32,28,36,8,Cat3,Type1,www.site2.com
102788,344.0,1,1,3,2,Cat4,Type2,www.site2.com
102789,29.1,2,2,4,2,Cat3,Type1,www.site2.com
102790,80.0,8,8,9,1,Cat3,Type1,www.site2.com
102791,43.36,2,2,3,1,Cat24,none,www.site1.com
102792,29.0,1,1,2,1,Cat23,none,www.site1.com
102793,53.0,6,6,7,1,Cat21,none,www.site1.com
102794,29.35,3,3,4,1,Cat8,none,www.site1.com
102795,17.97,3,3,4,1,Cat39,Type1,www.site6.com
102796,468.0,24,4,5,1,Cat23,none,www.site1.com
102797,699.75,15,5,6,1,Cat13,Type1,www.site2.com
102798,46.0,3,3,4,1,Cat4,Type2,www.site2.com
102799,87.84,11,11,12,1,Cat14,none,www.site1.com
102800,89.28,18,18,20,2,Cat23,none,www.site1.com
102801,211.25,11,9,12,3,Cat60,none,www.site1.com
102802,33.86,1,1,2,1,Cat24,none,www.site1.com
102803,5.75,1,1,2,1,Cat53,none,www.site1.com
102804,5.6,1,1,2,1,Cat27,none,www.site1.com
102805,199.27,5,5,7,2,Cat36,Type2,www.site5.com
102806,52.37,6,6,8,2,Cat11,none,www.site1.com
102807,103.88,4,2,3,1,Cat36,Type12,www.site7.com
102808,7.37,1,1,2,1,none,none,www.site1.com
102809,29.98,1,1,2,1,Cat31,none,www.site1.com
102810,20.0,1,1,2,1,Cat3,Type1,www.site2.com
102811,51.62,4,4,7,3,Cat50,none,www.site1.com
102812,140.88,2,2,3,1,Cat11,none,www.site1.com
102813,192.0,1,1,2,1,Cat27,none,www.site1.com
102814,106.66,8,8,10,2,Cat3,Type1,www.site2.com
102815,19.63,1,1,2,1,Cat52,none,www.site1.com
102816,62.64,3,1,2,1,Cat8,none,www.site1.com
102817,699.98,2,2,4,2,Cat13,Type1,www.site2.com
102818,79.02,2,2,3,1,Cat24,none,www.site1.com
102819,18.74,1,1,3,2,Cat13,Type2,www.site3.com
102820,53.97,2,2,3,1,Cat24,none,www.site1.com
102821,252.91,10,5,6,1,Cat4,Type1,www.site3.com
102822,336.99,2,2,4,2,Cat76,Type1,www.site11.com
102823,30.83,4,4,6,2,Cat26,Type1,www.site5.com
102824,57.8,7,7,8,1,Cat42,none,www.site1.com
102825,268.32,4,1,2,1,none,none,www.site1.com
102826,53.39,4,4,5,1,Cat41,none,www.site1.com
102827,23.94,1,1,2,1,Cat3,Type1,www.site2.com
102828,133.41,12,9,11,2,Cat6,none,www.site1.com
102829,56.36,6,6,8,2,Cat7,none,www.site1.com
102830,154.46,3,3,5,2,Cat6,none,www.site1.com
102831,210.12,14,13,15,2,Cat49,none,www.site1.com
